Member ID,Date,Review,Student Review,Campus/Facilities,Club/Societies,Careers Service,Wifi/Internet
458488,14th June 21,Excellent University facilities with great support from staff. More could have been done to support students grades throughout Covid however.,4,5,4,3,4
1159158,11th June 21,Very good staff and faculty on campus.,5,5,5,5,5
459139,9th June 21,Great Uni facilities are great,4,4,4,4,4
1159015,9th June 21,Uni has been good online this year. The teaching was delivered very nicely. There are many opportunities and things to do at Exeter.,4.2,5,4,4,4
859001,9th June 21,I think uni has been good online this year,5,5,5,5,5
858470,30th May 21,The lecturers from Exeter have helped me throughout my degree - always there to listen and give good advice,5,5,5,5,5
1358414,28th May 21,Great place to stay whilst at uni. Clean and comfortable!,5,5,5,5,5
858243,28th May 21,Haven’t been here much due to the restrictions that were put in place however from the handful of times I’ve been here I’ve had a positive experience,4,5,4,4,4
758205,27th May 21,"Really enjoyable expereince, the university has tried to provide everything at the same quality",4,4,4,4,4
958177,27th May 21,"I regret coming to this university very much. It lacks sufficient support and usually does not provide advice, but only follows the rules and procedures. Students have no chance to be guided to visit the campus in a deeper way. Even so, tuition fees have not been reduced.",4.8,5,4,5,5
1358048,21st May 21,Great university with a very nice campus!,5,5,5,5,5
958047,20th May 21,"Nice campus facilities, great clubs and societies!",5,5,5,5,5
1157988,19th May 21,"The university has a grand campus, with many stores near it. In a central location therefore everything is walking distance.",5,5,5,5,5
657802,19th May 21,Best university for research! Especially lovely green campuses.,4.2,5,4,4,4
957801,18th May 21,Excellent campus in the United Kingdom,5,5,5,5,5
657776,17th May 21,"Good first year, looking forward to the rest.",5,5,5,5,5
457730,17th May 21,Very clean and well-kept university with so many spaces to sit and study etc,4.6,5,5,5,4
1357707,17th May 21,"best experience , helpful staff great resources",5,5,5,5,5
1357705,14th May 21,"University of Exeter has met expectations I did not even have before. Half of the lecturers for my course (Sports and Exercise Medical Science) were very knowledgable.
The St Luke and Streatham campuses are not too far from the city centre.
I enjoyed the societies (Muay Thai and Jiu-Jitsu). They allowed me to meet people from different backgrounds.
My only complaint is the University Community Mental Health Team. I had 5 sessions with them for my Mixed Anxiety and Depressive Disorder. It was very unhelpful as the nurse was always unprepared and seemingly inattentive.",5,5,5,5,5
857703,13th May 21,"I love St Luke’s Campus- it has a great feeling to it, a fantastic study space!",4.8,5,5,5,5
457701,13th May 21,"I enjoyed the University of Exeter very much! The campus is beautiful, the people are very friendly and helpful.",4.8,5,5,5,4
557684,13th May 21,"Great place, great university.",5,5,5,5,5
1357618,13th May 21,"I was studying remotely, so no experience at all from campus .",3,3,3,3,3
657613,13th May 21,"The campus is stunning, and the teachers are very gentle. Although there is no way to teach offline, I still had a good time.",4.2,5,4,4,4
1057606,13th May 21,Outstanding education. Can stay connected via social media.,5,5,5,5,5
1157601,13th May 21,"Fantastic University, courses are great and couldn't recommend more.",5,5,5,5,5
1357596,12th May 21,Very good university with excellent campus,5,5,5,5,5
1057590,11th May 21,Has been good but COVID has prevented me from having a proper experience.,4,5,3,4,4
1357562,11th May 21,The University of Exeter is great and the lectures are very approachable. The facilities are good.,4.8,5,5,5,4
1157558,11th May 21,They don’t teach very well as I expected. Lots of self learning required.,3.2,3,3,3,4
1157556,11th May 21,"Good University, Clean and lots of spaces to study and be social.",4.4,5,4,4,5
657497,11th May 21,Covid meant that I didn't really spend much time on Campus,4.2,5,4,4,4
1157424,11th May 21,"Hard to give a full review as have only been on campus a handful of times, however careers team have been very useful so far regarding industrial placements.",4.4,5,4,5,4
1257199,11th May 21,"University of Exeter is an amazing university! The staff are extremely supportive, and I am enjoying the course!",5,5,5,5,5
1357054,10th May 21,haven’t had much experience on campus as everything is online and security is tough,3,4,1,3,4
456847,10th May 21,"My experience at Exeter has been great so far! I have no complaints, I haven’t experienced it to the fullest extent due to COVID but despite this I have still really enjoyed my first year",4,4,4,4,4
556788,10th May 21,Because of COVID I have barely been on campus this year. The times I have been there it has been fine but the only reason I have been going to campus this year was for sports.,3.2,3,4,3,3
1356770,8th May 21,Enjoyed it and the campus is beautiful. The teaching is generally good but covid was terribleformy student experience.,3.6,4,4,3,4
1356758,7th May 21,Location is great and convenient,5,5,5,5,5
1156741,30th April 21,Really lovely campus and great clubs however I haven’t really used the careers services but can’t say they are very helpful,3.4,4,4,2,4
1256681,28th April 21,The best uni experience I could ask for!,5,5,5,5,5
656669,24th April 21,"Till now, I've not experenced many campus life due to the lockdown.",4.6,5,4,5,5
656639,23rd April 21,"Since I arrived on my first open day, the campus was a big selling point. I feel at home there and just has a friendly vibe",3.8,5,4,3,4
556643,23rd April 21,"offers a lot of facilities, could improve it's internet connection and projectors( really bad projectors)",2.8,3,3,3,2
456606,22nd April 21,I am happy to be a student at university of Exeter,4.6,5,5,5,4
656602,22nd April 21,Good university but there never seems enough space on campus which can be frustrating. WiFi is good but will keep cutting off. There are over 200 socities to choose from which is nice,3,3,4,3,2
556599,22nd April 21,Good teaching quality and management during lockdown,4,4,4,4,4
956546,21st April 21,"The location of the university is far away from the city, which is very suitable for study. The teachers and staff are friendly and helpful, and the school facilities are complete.",4,4,4,4,4
1156540,21st April 21,"I’ve enjoyed my time at Exeter. Excellent facilities and responsive careers service. Lots of variety in societies and good internet across campus. COVID put a dampener on the societies, but that’s not the unis fault. I have never really interacted with the union but I hear they are ok.",3.6,5,3,4,4
456460,21st April 21,I love my school so much! I like every class! My life here is more perfect than I ever imagined!,5,5,5,5,5
1056395,21st April 21,Not the university experience I was expecting because of Covid. Would say the university is average. Could improve on student relations and communication. Often seems that the university management is out of touch with the student base.,3.4,4,4,3,3
656324,21st April 21,It’s a pretty campus and you get a nice walk to the campus,3.4,4,3,3,4
955354,20th April 21,"The university is great, the campus is beautiful",4,5,4,4,5
1255344,20th April 21,Staffs are helpful. There will be a regular update from uni or from student guild so you will know what is happening or what happen next. Various societies hold loads of events. So definitely will enjoy the uni life here.,5,5,5,5,5
1355343,20th April 21,University of exeter - great support for well-being,3.6,4,4,3,4
1155328,19th April 21,"A perfect school, excellent teachers, allows students to learn a lot. Beautiful natural environment makes people happy.",4.8,5,4,5,5
555314,19th April 21,"Nice services, good equipments, nice environment",5,5,5,5,5
555313,16th April 21,Great higher education experience with friends from around the world and well-rounded scholars/professors,3.8,4,3,4,4
655312,15th April 21,"Had such a great time studying in Exeter, meeting great people and getting to study at a brilliant university!",5,5,5,5,5
1255303,15th April 21,Evething is supberb and above expectation!!,5,5,5,5,5
855240,17th March 21,"It’s a good uni, however Exeter as a place is smaller than a lot of cities. If you like the vibe of seeing people you know often, it’s good. Close to beaches too.",4.2,4,4,4,5
1155232,17th March 21,This University is really beautiful and I like that it’s close to the city and lots of shops. There are lots of courses available to students which means there is a course for everyone,5,5,5,5,5
455231,17th March 21,"Love the societies and it’s just a lot of fun, very happy with my choice",5,5,5,5,5
755074,17th March 21,Absolutely excellent university,5,5,5,5,5
1154967,17th March 21,It’s a great university with great facilities.,3.4,4,3,3,4
854912,17th March 21,"Lovely campus and facilities. Due to covid this year, I have been unable to use much of it but am excited to do so in the future!",3.8,4,4,3,4
1254727,17th March 21,Many support during COVID. The university offers free COVID test for all staff and students,5,5,5,5,5
854619,17th March 21,"Comfort is very good, the bed is very soft, very tired;Iron Bridge each room has a sofa, very soft and comfortable.Sound insulation is also very good, very quiet, can not hear the sound of other rooms.The style of the whole furniture looks very comfortable.There are many plants on the opposite side of the window. There will be white flowers in February and March. When the wind blows, the petals fall down.",5,5,5,5,5
1354568,15th March 21,"It’s difficult for me to rate the aspects of the university because due to COVID I haven’t spent a lot of time on campus. As far as I can tell so far the societies are diverse and communicate with freshers very well. Same with the careers service- revaluation emails for student jobs etc. I haven’t personally heard a lot from students union or what they’re up to, but they handled issues with grading due to covid very well.",4.2,4,5,4,4
1054370,15th March 21,"Exeter has been great so far, everyone friendly and beautiful campus",5,5,5,5,5
454141,15th March 21,"Exeter is a good place, but with its limitations. Exeter has lost something about its self that many universities have maintained through COVID. I hope Exeter can rebuild its reputation as a great university in the future",4,3,4,5,5
369,15th March 21,"The uni is great. The staff is so supportive, the campus is amazing, the facilities are well equipped, everyone is very supportive and the societies are really fun",5,5,5,5,5
952949,9th March 21,Have not been able to access a lot of what the uni provides this year but have enjoyed what I have been able to do!,3.8,5,3,3,5
1152486,5th March 21,Happy to choose Exeter :) The faculty is amazing and always available to help. I believe if COVID would not have been there the experience would have been more amazing.,4.4,5,3,4,5
852095,3rd March 21,Havent really been on campus just had online teaching which has not been the greatest,3.2,4,3,3,3
951885,26th February 21,very nice good and convenient. And it is very close to the university.,5,5,5,5,5
1051537,25th February 21,It’s a good university with a nice social life but as fun as you will hope,4.6,5,4,4,5
751172,23rd February 21,The University is great at sorting out career opportunities and the campus is great with very good facilities,4.2,5,4,4,4
1249909,19th February 21,"Very happy to live here, the environment is very good, and close to the city centre. Most important thing is our receptionists are very friendly!!",5,5,5,5,5
1249625,12th February 21,"Exeter is one of a good universities that come with good location and nature. There a lot of experts, good professors and staffs who always support the learners",5,5,5,5,5
1249531,11th February 21,"Good facility and good education background, With excellent teacher group",5,5,5,5,5
549530,6th December 20,"The university campus is really nice, however, it's a disappointing place to study your PhD. The lecturers are unhelpful they just scratching each other backs, regardless of students rights; it's a trap try to avoid it. I am happy that I am not there anymore.",3.2,4,3,3,3
1249506,23rd November 20,"Although the university campus is really nice, it has been a really disappointing place to study. The lecturers are chosen based on the quality of their research but definitely not their teaching, some of my lecturers are great but lots of them are just not good at lecturing despite being so intelligent. There is a disgraceful lack of student support with mental health, the isolation of covid 19 and other issues I have had with my degree. The university campus security are rude and even violent towards students and very vindictive. The university nightlife is pretty terrible so if thats something you care about go elsewhere. Overall I am now left in debt and hating being here I would not recommend the university to anyone.",4.2,4,4,5,4
1149445,13th November 20,"The best thing about Exeter is definitely the campus, it’s always so lively and a fun place to be",5,5,5,5,5
749444,4th November 20,Exeter is great. Facilities are some of the best and campus is so green and beautiful,4.4,5,4,4,5
2728,22nd October 20,"A Russell group University, a university which tops the student satisfaction levels list almost every year. Great faculty.",5,5,5,5,5
2719,14th October 20,"While my personal tutor is very supportive the university's response to COVID was quite poor. Our recorded remote lectures are not the best value compared to our course fees, there are lack of additional support and resources online. There are a lot of IT issues with ELE and lack of tutor groups.",3.8,3,4,4,4
123,16th September 20,"Streatham Campus is nice, especially the forum and the library (if you can get a seat). The university themselves are terrible at organisation, especially for picking new modules or helping you solve issues. Some societies are a bit pricey to join, especially the sports ones, but mostly are worth it. The lecturers are mostly very good.",2.8,4,3,2,3
1049099,15th July 20,WARNING Do not booking Accommodation with Exeter one or Amber Student they are Not Refunding Students during a COVID-19,1,1,1,1,1
2908,1st July 20,"@ my international students, STAY AWAY from this university. They consistently hike up prices for int students AND the support for international students is deplorable. I cannot believe they would be so heartless to spike up fees twice as much during a pandemic where people are struggling.",2.8,4,3,4,1
648584,26th June 20,the university has so many opportunities available to all students.,5,5,5,5,5
1048407,26th June 20,Such a fun and challenging experience!,4.8,5,5,5,5
1148405,24th June 20,"Although lots of my time at Exeter has been brilliant and I wouldn't trade the friends I have made for anything the academic support is absolutely awful. The staff are unsympathetic, feedback vague and contradictory. I went to my tutor to ask for more detailed feedback or examples of how I could have improved my work and he was unable to go into more detail but considering the mark I was given there must have been a lot there to improve. If you're going to spend £9,250, spend it on somewhere that actually cares about its students. Exeter only cares about it's reputation and the lecturers are definitely chosen based on their research rather than the quality of their teaching which would be fine but again for the amount of money you would be better off elsewhere.",4,4,4,4,5
548394,20th June 20,living and studying in exeter is good，everything you found here will be a joy to your life,4,4,4,4,4
548235,20th June 20,"really bad stuff，enter rooms for no reason，Hanna trading tenants very bad，and looks for trouble，charge extra payment.
very bad Wi-Fi.
bad security，no CCTV.
bad noise isolation between floors.",1,1,1,1,1
648157,16th June 20,Exeter University has been a joy to study in for three years. I couldn’t have asked for a better undergraduate experience.,5,5,5,5,5
98,8th June 20,"Great campus, the facilities are kept in good conditions and there are many clubs/societies to choose from for whatever hobbies you may have.",5,5,5,5,5
447332,7th June 20,Great teaching and campus facilities. A huge range of societies.,4.4,4,5,5,4
547309,6th June 20,The campus is really green and nice to walk around. Although the hills are a killer to walk up! The ram is a great little pub on campus but it would be nice to have another campus bar to hang out in!,3.8,4,3,4,4
1147308,27th May 20,"A brilliant university with excellent teaching and lots of student support. The student community really makes the experience, with fantastic student-led societies and events to take part in.",4.8,5,5,5,5
1347127,22nd May 20,Nice University for people who do not mind living in a small city. Has great facilities. Lots of societies to join and keep busy.,4.8,5,5,5,4
947114,18th May 20,"You get out of university what you put into it, I would really recommend joining a sports team or society. And if you are looking for first year accommodation, I would recommend staying on campus.",4,5,3,4,5
1347102,18th May 20,"The uni is nice and clean, the staffs are friendly",5,5,5,5,5
447063,18th May 20,"The University of Exeter has excellent facilities. Had my course been less time-consuming, I would have taken the opportunity to do more sport and societies.
The only two things I found to be problematic were:
1. The student services team is slow, probably because they are understaffed, but also because their processes are poorly thought through. I expected a higher standard from a Russell Group university in this regard; having studied at undergraduate level with a non-Russell Group university, I was surprised when these processes were not nearly as good as my former university.
2. Student loans are released termly by Student Finance England. However, the University of Exeter seem to think it is reasonable to expect their tuition fee payments to come in per semester; so in two instalments, rather than the three they come in. As such, you have to apply to Student Services to get this changed; it just seems nonsensical.
Overall, I enjoyed my time studying at the University of Exeter.",4.4,5,5,3,4
946914,15th May 20,University was fine; Falmouth (Glasney) campus accommodation was awful.,3.4,4,4,3,3
446857,14th May 20,There are so many clubs you can join and you'll meet some amazing people along the way! There is good wifi around the campus and lots of laptops available in the library and upstairs booths.,4.6,5,5,4,5
1146843,14th May 20,Good university and it has a good reputation. I have really enjoyed my course,5,5,5,5,5
1046627,15th April 20,An inclusive university with a wide array of societies available from sports clubs to subject related societies. Thoroughly enjoyed my first year and can’t wait for the years to come.,4.6,5,5,4,5
946621,14th April 20,"I have just finished my first year of university and have really enjoyed myself. Im doing a straight Economics course that is managed well with constant feedback and information. I have also not been affected significantly be strikes which other universities have. However, the Students union isn't great when compared to other universities such as cardiff and bath, and there are only really 3 clubs, but this isn't too bad as 2 of those are actually very good nights out and are always packed.",4.4,5,4,5,5
1346611,14th April 20,Great uni! Loads of food outlets and study areas on campus,4.2,4,4,4,5
1246399,14th April 20,"The university is extremely inviting and welcoming and the lecturers on my course (Medicine) are so committed to what they do and to making us well rounded future doctors.
There’s always loads to do in our albeit it somewhat limited free time and I throughly enjoy being a part of all my societies",5,5,5,5,5
445822,3rd April 20,"The campus is very beautiful. So many trees
and flowers. People there are friendly and kind
. But I met a lecturer who can’t admit his mistake and gave wrong marks to almost all of my programme.",4.6,5,5,4,4
1145703,3rd April 20,Good University. Very good facilities. Lovely area.,4.6,5,4,5,4
1245685,2nd April 20,"The campus services were actually great! I really benefitted from clubs and societies, which were beautifully organised and welcoming. I found really useful also the career service, which helped me to find a casual job for the term!",4.4,5,5,4,4
9,1st April 20,Convenient system for students from abroad. Fast response from student support team.,5,5,5,5,5
645645,22nd March 20,Great experiences at studying here.,5,5,5,5,5
745643,19th March 20,Top university with many amazing facilities,4.2,4,5,4,4
945642,18th March 20,"Excellent facilities, good communication. ELE and iExeter could be improved",4.6,5,5,3,5
745640,9th March 20,"University is absolutely as good as expected, facilities and societies offered are amazing.",4.8,5,5,5,5
545636,9th March 20,"A great university if you find your niche and are focused. It is very much a party uni with a vibrant social life. The university is academically superb, but you'll only know that if you attend classes (attend your classes kids--it's really not that hard). The facilities are incredibly nice and the university is there to help you with anything you need.",4.6,5,5,4,5
1045607,9th March 20 ,It’s a really good University.,4.4,5,3,5,5
1145587,4th March 20,"The quality of teaching and careers services were okay, but the support system at the University is shockingly bad. While I was a student there, they condoned a very serious bullying and stalking episode and provided no support whatsoever after I raised my concerns. I wish I left.",3.4,5,2,4,5
745584,29th February 20,"I am a Master student in Computer Science
and I love everything about University of Exeter .High quality teaching provided by stuff with a strong academic background , intellectualy stimulating courseworks and nice facilities are amongst the few from the many things I appreciate here.",5,5,5,5,5
1345581,18th February 20,Good university with gool facilities.,4.8,5,5,5,4
445580,14th February 20,Really good university and good facilities,5,5,5,5,5
1045579,13th February 20,Feel free to get access to the professors and achieve quit lot of assistance from them. Students are kind and friendly. And uni is surrounded by all kinds of restaurants that fill students with convenience and happiness.,5,5,5,5,5
1245578,13th February 20,Exeter uni is a great place to study. The staff are excellent and the campus is a really nice place to be.,4.6,5,4,5,5
945532,13th February 20,"Uni is so good, the grounds are really nice and green",5,5,5,5,5
1045470,13th February 20,"Really good uni, so happy with my choice",5,5,5,5,5
845443,13th February 20,Really nice uni and all students are good,5,5,5,5,5
1145427,13th February 20,Good Uni but it is a bit far out of town,5,5,5,5,5
445272,13th February 20,Good university really enjoy it,5,5,5,5,5
1045220,12th February 20,Great university with fantastic staff and lots of resources available.,4.2,4,4,3,5
945193,12th February 20,"Everything is alright. Although the WiFi is not very good, I do not use it very much.",4,4,4,5,3
1145173,12th February 20,kind teachers good study atmosphere I love the environment of the University but I do not like the weather here,5,5,5,5,5
845141,12th February 20,"So far so good, I enjoy everything",4,4,4,4,4
1345123,12th February 20,Nice campus nice management nice classmates,5,5,5,5,5
1045108,12th February 20,The university of Exeter is very good. The campus is very beautiful with perfect teaching facilities. The teachers are also very kind and patient with the students. Recommend everyone to study!,4.8,5,5,5,4
745104,12th February 20,good university with good teacher,5,5,5,5,5
1245099,11th February 20,really good uni glad i chose it,5,5,5,5,5
745097,10th February 20,lovely university with lovely wild animals and lecturers. the library is excellent. while the wifi there sometimes dropped while I used it.,3.6,5,4,3,3
745096,10th February 20,Everything is good. I’m satisfied with everything.,5,5,5,5,5
845094,10th February 20,Great university with a large variety of societies.,4.8,4,5,5,5
545085,10th February 20,A lovely university which keeps trying to find ways to further improve its services and facilities.,4.8,5,5,4,5
1344491,6th February 20,"I think the study rooms and group meeting rooms are not enough.
convenience store should be needed near the accommodations",4.4,4,5,5,4
744362,4th February 20,nice campus！nice experience of study!,5,5,5,5,5
1344095,3rd February 20,the university is very beautiful and the teachers are very kind,5,5,5,5,5
1343749,3rd February 20,Really good uni - one of the top 10,5,5,5,5,5
1243535,31st January 20,"Comfortable environment, beautiful, professional teachers",5,5,5,5,5
543313,31st January 20,Basically good experiences here，a silent small city to study and live in,4,5,4,4,4
542581,31st January 20,Everything is good and I am really satisfied with the life here.,5,5,5,5,5
442402,31st January 20,"Love Exeter Uni, it has given me the platform to excel",5,5,5,5,5
1036789,31st January 20,"Good university, high quality education and a beautiful campus",4,4,4,4,4
1335769,31st January 20,University of Exeter is really nice,5,5,5,5,5
1217,31st January 20,Good University with great reputation in UK. Quiet beautiful and friendly.,5,5,5,5,5
1233810,31st January 20,The campus is way too green and too big. The library is small but many other places you can study. The food provides is limit...,4.2,4,5,4,4
1133318,31st January 20,Great university for international students with motivated and helpful lecturers.,4.6,4,5,5,4
933230,30th January 20,Not a great experience in Cornwall- I regret going to such a small campus rather than a bigger city one. Really don’t feel like exeter Uni has an identity there. Also the staff at the Student Desk in Peter Landon are so rude!!,2.2,2,2,2,3
633229,28th January 20,Pretty good already. Very happy here.,4,4,4,4,4
1233227,18th December 19,"My experience of the University of Exeter has been generally good. I find the wellbeing and careers services outstanding. My course (BA History) has been mostly enjoyable, and I have made lots of friends. I do feel more study spaces are needed.",4,4,4,5,4
933140,10th December 19,"Really good UNI
beautiful location and people are so friendly",4.8,5,5,4,5
433129,28th November 19,"Exeter Uni is brilliant, I love being a part of the netball society and love the social side. Despite what you might here Exeter has a great night out and the city is beautiful.",5,5,5,5,5
433113,18th November 19,"I’ve only just started so there’s not much to say, but so far it’s been pleasant.",5,5,5,5,5
99,13th November 19,"Wifi can be a bit dodgy.
Careers service are amazing and have events each week and so many opportunities.",4.8,5,5,5,4
1133082,8th November 19,Such an amazing university with a homely feel where you can't leave your room without seeing someone you know. Couldn't recommend it more,5,5,5,5,5
1333059,6th October 19,"Finished my three year undergrad at Exeter this summer and I miss it so much! I feel so lucky to have had the opportunity to come to this Uni. The campus has got a luxurious vegetation and is nice to walk around, the town is reasonably sized (not too little I promise) and full of nice coffee shop and weekly events (at the Phoenix, or Thursday's Farmer's market near the cathedral for example). Nightlife is getting better and better and great artists&dj s now come very regularly to Exeter!
Also each year 's freshers' week were full of interesting activities to take part in (Satursday's freshers fair is crazy packed tho).
To conclude I miss it so much I cannot but recommend that you go and have a look for yourself ! I remember walking back from campus in the evening with an incredible sky and such a picturesque scenery as well as bird's singing. You won't regret it!",5,5,5,5,5
933015,25th September 19,Love the uni here there are plenty of clubs and societies but given its position as sporting uni it can be difficult to get into some sports,3.4,4,4,3,3
733010,21st August 19,"This university seriously needs to pay for its OWN free shuttle bus to and from town for students. D bus is unreliable and is often slowed down by non uni passengers making people late for lectures. More shelters outside when raining would also be useful. Sports facilities need to be cheaper given the price of the fees we pay to study at university, and would certainly encourage students to take on healthier lifestyle. There needs to be more dedicated study spaces and less 'deliberately' overpriced on campus food that milks students. Please stop people walking their dogs on campus because some of them don't pick up their dog poo.",2.4,3,2,3,2
1133004,9th July 19,"I have just completed my first year at Exeter University and I absolutely loved it.
Campus/Facilities:
I stayed in the St. Germans (sometimes called just Rowe house but they're not the same!) and literally could not have asked for better. I heard that they're going to tear St Germans down to build more blocks like Lafrowda :( i guess its not cost-efficient to have 36 ppl in a block, with 6 ppl per flat with double beds, en-suite, big kitchen + a nice living room area w bean bags in each flat! But it was nice for us at least so get in while you can. Gym is also new and super fresh, it can get quite busy but there are a lot of different cardio machines and stuff so its usually fine. actual campus is also nice and modern.
Club/societies:
there is smt for everyone, so def get involved in at least one or two, makes the year a lot of fun and you always have events to look forward to throughout the year, exeter is quite a small town after all so you need to spice your life up a bit!",4.6,5,5,5,4
632996,20th June 19,Campus is alright but one thing to take note is the steep hill sometimes making it hard for students especially raining day,4,4,4,4,4
732992,27th March 19,I’ve spent some of the best years of my life here!,4.8,5,5,5,5
832966,1st February 19,"Some staff are dedicated to helping you.. however, others make up their own teaching and referencing styles so you can never do it correctly! This is done by a few of my lecturers which all make up their own styles.. therefore it's affecting my grades.
I have tried speaking to various people and staff about this but supposedly Exeter university all stick to one referencing style - so either way you can't win.",3.6,3,4,3,5
532903,20th December 18,Truly dedicated Staff and professors plus a wonderful environment!,5,5,5,5,5
732889,11th September 18,"I am so glad with my choice of Exeter! The facilities are great, and there are so many social and academic spaces on campus! I love it!",4.6,5,5,4,5
832801,11th September 18,Fantastic uni in beautiful settings in Devon,3.2,4,3,4,4
1332670,3rd August 18,"Fantastic university, which holds and develops the brightest minds.",5,5,5,5,5
532661,30th July 18,"I moved to Exeter from another Russell Group university and I have nothing but praise for Exeter. The university has been a great support to me in my studies and the support provided for mental health is exceptional. The campus is simply incredible and a very relaxing place to spend time even during stressful exam season. There is a great range of societies on offer and there is a very friendly atmosphere on campus. Lectures are excellent and some of the staff are internationally renowned experts in their field (I study Law). My only wish would be for a more diverse student body. The decision I made to move to Exeter was the best decision of my life, please don't hesitate to visit!",5,5,5,5,5
832657,30th July 18,Awesome uni to study at with some lovely people. Unreal campus and facilities.,5,5,5,5,5
732643,30th July 18,"Unreal student experience. Quality teaching. Lovely people, staff and students. Just an incredible place to study.",5,5,5,5,5
632635,30th July 18,"Very satisified with exeter uni. Great staff and people, and also easy to have a great social life in addition to focusing on the academics",4.8,5,5,5,5
1232633,26th July 18,"Incredible campus, such a beautiful working environment! Student Guild staff are generally very helpful, certain members are especially. The university itself is a mixed bag - certain professors are exceptionally passionate, dedicated and considerate to their students, whereas others are clearly more concerned with their own ego than the welfare and progression of their students. The overall feel of the university is extremely bureaucratic and gives the impression that it’s primary focus is to be ran as a business for making money and boosting the reputation of its senior staff members and not the students under its care.",4,5,5,3,4
532623,26th July 18,"pretty good all around, awesome city and campus and great lecturers and labs",4.8,5,5,5,5
532601,25th July 18,"10/10, hands down best year of my life.",5,5,5,5,5
432597,25th July 18,"Couldnt have asked for a better university, the campus spirit is like a family! Everyone loves it here. Would not change anything.",5,5,5,5,5
932596,24th July 18,"Perfect, flawless, wow, enjoyable",5,5,5,5,5
1132566, 24th July 18,"The university of Exeter has achieved the right balance of high-tec modern buildings and old, classy ones. The gardens around Reed Hall are stunning as are many of the other green places around campus. The society scene is vibrant and diverse and you really get a feel for Exeter’s ‘bleed green’ culture.",4.6,4,4,5,5
832562,22nd July 18,Our campus is absolutely stunning and I have all the resources I need!! The WiFi sometimes has blips but that’s not something I can expect to be perfect,4.4,5,5,3,4
531625,22nd July 18,"I met the most Incredible people and had the best time with all the Societies I joined, especially the scandic soc",4.6,5,5,4,4
431051,22nd July 18,The best years of my life have been spent here,5,5,5,5,5
731006,22nd July 18,Such an incredible place to learn would recommend to anyone!,5,5,5,5,5
1130761,21st July 18,"Where to start? Best experience imaginable! Amazing people, lectures, course content and support, never a dull moment (and even if there was that would be because you didnt make an effort to engage in the uni!)! I don’t want to leave",5,5,5,5,5
430731,20th July 18,Absolutely Peng would uni again,4.8,5,4,5,5
430161,18th July 18,Pretty spectacular university in my opinion,5,5,5,5,5
529442,17th July 18,"The Cornwall campus feels like it’s trying to be a mini main campus when really it should be celebrating all the things it has (the beach, Cornish countryside, pasties, etc) that main campus doesn’t",2.8,4,3,2,3
828546,11th July 18,"I studied History at the University, and worked at the Exeter campus for two years after graduation.The courses are of high quality, and the University is able to retain a high number of world-leading academics. The courses are well designed and stretch your ability. Many of the History modules were structured around the lecturer's current research, and this is the same in many programmes. The campus is lovely, very green, and with lots of facilities. Exeter city is big enough for a University town, and is in a perfect location for the Coast, Dartmoor and not too far from Bristol. Having worked at the University, I have seen how dedicated staff members are, and a lot of hard work goes on behind the scenes that students don't see. There are hundreds of student societies, and volunteer groups - honestly, and cater to a wide range of audiences. Exeter has a middle-class reputation, but there is much more than this.",4.6,5,5,4,5
727687,3rd July 18,"Great course, great town, great atmosphere abd helpful staff",5,5,5,5,5
1026991,3rd July 18,"Absolutely incredible first year, students and staff alike were so helpful and friendly. The amount of societies and clubs on offer means there is something for everyone.",4.6,5,5,5,5
526337,3rd July 18,"I have just finished first year in Exeter and have felt so welcomed. Whether it's academics, sport or social life I couldn't ask for anything better.",5,5,5,5,5
626218,2nd July 18,"I couldn’t have asked for a better first year at Exeter, and I look forward to seeing what the next 2 years hold!",4.8,5,4,5,5
825711,1st July 18,"Excellen joihczafjmnb tuokadv gio,bàn",5,5,5,5,5
425625,1st July 18,"Highest tree to student ratio, what more can you say? Brilliant campus, nice and friendly staff",5,5,5,5,5
925219,30th June 18,"Peng ting uni, 10/10 would degree again",5,5,5,5,5
1325211,29th June 18,"The campus is amazing, people are all fantastically friendly and the societies are top class",4.6,5,5,5,4
725205,28th June 18,The best university in the southwest,4.6,5,5,3,5
1125139,28th June 18,"The campus is gorgeous, there's tones of seating space, there's a million places to get food, and the library has every book ever. Everything is new. 11/10",5,5,5,5,5
1025132,26th June 18,"Exeter offers competitive and rigorous courses that are relevant to the real world and I feel that the skills I have acquired will benefit me dramatically in the future. The career zone offers great support with 1:1 meetings and reviews on CVs, Application and advice on the interview process for jobs; this helped me get my first work experience placement during the Easter holidays. The campus is very green and modern, the town offers great amenities and it’s not too far from the beach! I’ve had a great time.",4,5,4,4,3
1324274,26th June 18,"If you want a Uni full of rich Southerners who view themselves as superior to everyone else, then this is for you. Going to this uni genuinely ruined my life.",1.6,1,1,3,2
622654,14th May 18,"I could not imagine going to another University. Exeter has everything, beautiful campus, nice city, near the seaside. Very organized and well run. Spend a lot of efforts helping students find a job when the graduate. Incredible facilities, and one of the best sports complex of any university in the U.K.",4.8,5,5,5,4
1322392,22nd March 18,Racist uni. Most of the Reviews are fake and written by the Uni themselves,1,1,1,1,1
1020713,21st March 18,Racist students. I’d stay away from here. Only action is taken if news gets out to media,2.4,3,1,4,3
520101,8th March 18,"Great University, beautiful campus, and dedicated teaching staff.",5,5,5,5,5
